day,real_deaths,S_seitd,E,I,T,D_seitd,S_seeiitd,E1,E2,I1,I2,T1,T2,D_seeiitd
2020-12-02,174630,191031500,278179,231346,9558.765,175946,190666500,123216.5,156824,122587.5,121618.5,5557.645,4890.97,176104
2020-12-03,175393,190952000,280161.5,234454,9724.36,176537.5,190592000,121560.5,155947.5,122618.5,122191.5,5634.165000000001,4969.59,176700
2020-12-04,176070,190874000,280748.5,236688.5,9890.895,177139,190515000,119964.5,154692.5,122205,122225.5,5705.635,5050.845,177311.5
2020-12-05,176718,190791500,281056.5,238644,10048.75,177745,190441000,117602,152852,121204.5,122073,5770.860000000001,5132.31,177926.5
2020-12-06,177057,190710000,280189.5,239658,10192.900000000001,178371.5,190371500,115519,149533,120149.5,121554.5,5824.46,5209.24,178549
2020-12-07,177482,190635000,279160,240137,10345.300000000001,179007.5,190297500,113877,147345,118934.5,120506,5863.675,5280.415000000001,179189
2020-12-08,178280,190558000,277925,240463,10486.300000000001,179656,190225000,112175.5,145454.5,117317,119703,5894.15,5351.0650000000005,179826.5
2020-12-09,179132,190482000,276416,239872,10612.35,180311,190154000,110880,143593.5,114981.5,118231.5,5913.8150000000005,5412.870000000001,180482
2020-12-10,179902,190406000,272979.5,238929,10734.95,180972.5,190085000,110091.5,141765,113676,116116.5,5927.89,5471.120000000001,181145
2020-12-11,180562,190333500,269972.5,237526.5,10843.45,181637.5,190013000,109477.5,140855,112481.5,114552,5928.795,5525.360000000001,181820.5
2020-12-12,181241,190262500,266495.5,235387.5,10935.85,182313.5,189947500,109286,140269.5,111406.5,113518.5,5922.82,5571.93,182495.5
2020-12-13,181536,190190500,263217,233267.5,11013.05,183006,189869000,109741,139769.5,110445,112266,5907.85,5611.655000000001,183170.5
2020-12-14,182049,190114500,260092.5,230826.5,11083.300000000001,183694,189800500,110768.5,140433.5,110227.5,111422.5,5889.195,5642.870000000001,183855.5
2020-12-15,182983,190042500,257634.5,228637.5,11136.75,184391,189723000,112229,141323,110396.5,110858,5871.6500000000005,5673.4,184537.5
2020-12-16,183924,189977000,255898,226524.5,11185.45,185087.5,189646000,114296,142894.5,111071,110897.5,5858.125,5694.295,185219.5
2020-12-17,184985,189905500,254746.5,224571.5,11228.85,185786,189572500,117555,145113,112052.5,111317.5,5839.2300000000005,5714.59,185918
2020-12-18,185802,189833500,253572.5,223372,11259.45,186492,189481500,121493,148447,114010.5,112190.5,5823.66,5727.115,186616
2020-12-19,186461,189766000,254795.5,223105,11290.25,187192,189399000,126120,152943.5,116423,113775.5,5817.775,5739.755,187311
2020-12-20,186879,189690500,257468.5,223221.5,11317.45,187875.5,189309500,132231,158514,119450,115786.5,5825.35,5751.245000000001,188007.5
2020-12-21,187441,189612500,261959.5,224370,11352.5,188572.5,189212500,139256.5,164810,123370.5,118407,5854.535,5765.085,188707
2020-12-22,188410,189524500,267676.5,226320.5,11375.550000000001,189285,189115500,146035.5,172004,127897,122197,5895.23,5784.305,189413
2020-12-23,189375,189437000,276148,229727.5,11420.25,189989,189014500,151901.5,180396.5,133221,126261,5953.07,5803.27,190123.5
2020-12-24,190135,189352000,285340,234378.5,11461.95,190687.5,188903500,157557,187945,139125.5,130911.5,6028.925,5824.52,190840.5
2020-12-25,190617,189259000,296247,239996,11531,191405,188793500,163827.5,195615,145699.5,136071.5,6124.225,5852.96,191549.5
2020-12-26,190913,189156500,308040.5,247184.5,11611.800000000001,192133.5,188682000,170045,203381,151790,142125,6246.485000000001,5893.18,192266
2020-12-27,191250,189056000,320646.5,255412,11714.650000000001,192862.5,188561500,175624,211436.5,157961,148740,6388.425,5943.255,192982
2020-12-28,191788,188952500,333585.5,265147.5,11829.45,193591.5,188451000,180621.5,218259,163627.5,154813.5,6555.81,6003.6,193698
2020-12-29,192839,188846500,347645.5,275406.5,11965.75,194324,188335500,183858,223899.5,168685.5,160416,6723.07,6075.6050000000005,194432.5
2020-12-30,194056,188734500,361978,285607.5,12124.2,195073,188217500,186130.5,228540,173519,165685,6910.200000000001,6167.0650000000005,195174.5
2020-12-31,195072,188619000,373971,296020,12312.75,195835,188101000,187130,231966,177463.5,170471.5,7101.710000000001,6258.445,195919.5
2021-01-01,195541,188501500,386355.5,306181,12529.45,196608,187981500,187506.5,233749.5,180528.5,174568.5,7296.24,6367.865,196692
2021-01-02,195834,188372000,395117.5,316501,12765,197391.5,187862500,187177.5,235775,182100.5,178010.5,7492.575,6485.700000000001,197472
2021-01-03,196145,188243000,404199.5,325764.5,13019.5,198194.5,187745000,186370.5,236016.5,183446,180543,7687.3,6613.66,198267
2021-01-04,196741,188125000,410702.5,334487,13284.45,199015.5,187624500,185565.5,235663.5,184154.5,182118.5,7868.115,6745.745000000001,199070
2021-01-05,197930,188004000,415690.5,341345.5,13558.550000000001,199839,187504500,184368,234881,184358.5,183133,8047.625,6885.415,199898
2021-01-06,199161,187875500,418466.5,347444,13835.45,200678,187387000,181656,233544.5,184018,183519,8206.985,7026.875,200749
2021-01-07,200678,187763500,420410,351786.5,14102.45,201540,187275000,179282,231388,183128.5,183659,8348.560000000001,7171.9,201611
2021-01-08,201760,187640500,421183.5,354899.5,14370.55,202419,187160000,179265.5,229856.5,182210.5,183098.5,8470.785,7316.125,202502.5
2021-01-09,202769,187518000,420774.5,357920.5,14629.5,203317,187048000,178564.5,228572.5,181294,182752.5,8581.79,7455.455,203417
2021-01-10,203259,187405000,419343.5,359365,14889.05,204235,186937500,176622,226921.5,180617,181684.5,8667.53,7594.43,204350
2021-01-11,203749,187291000,416923.5,359761.5,15133.45,205182,186831500,175854,225535,179595,181201,8743.85,7719.5650000000005,205278.5
2021-01-12,204875,187177000,414240.5,359345.5,15352.2,206123.5,186728000,174609,223901,178809,180274.5,8797.86,7840.07,206241
2021-01-13,206139,187063500,413059.5,358729,15564.25,207082,186617500,172576,222069.5,177553.5,179240.5,8842.740000000002,7952.55,207211
2021-01-14,207293,186948500,411580,357533.5,15761.05,208048.5,186510500,171456,219981,176092,178492.5,8868.93,8056.635,208193
2021-01-15,208428,186833000,408117,356238.5,15947.95,209029,186404000,170253.5,218054,174413,176748,8892.470000000001,8155.52,209180.5
2021-01-16,209442,186721500,405582,354842,16110.1,210020,186297000,168108,216311.5,172825.5,175482.5,8906.725,8242.82,210171
2021-01-17,209993,186620000,402215.5,352921.5,16262.35,211027.5,186187000,166740,213986.5,171387.5,173849,8912.43,8317.25,211184.5
2021-01-18,210469,186510000,398121.5,350698,16400.050000000003,212039.5,186084500,165275,212648,169779,172112.5,8906.29,8385.175,212204
2021-01-19,211629,186400000,394767.5,348102.5,16529.7,213052.5,185975000,163837,211017,168089,170648.5,8889.33,8444.465,213211.5
2021-01-20,213024,186293500,390886,344818.5,16632.75,214078,185877000,163358.5,209458,167030,168927.5,8872.01,8494.53,214258
2021-01-21,214371,186189500,386787.5,341409,16729.1,215113.5,185776500,162275,208002.5,165852.5,167804,8842.77,8533.425,215296
2021-01-22,215435,186087500,382485,338718.5,16808.35,216157,185674000,161444,206721,164531.5,166798,8822.035,8570.740000000002,216346.5
2021-01-23,216587,185980500,378904,336315,16864.85,217204,185562000,161398,206385.5,163058,165526.5,8797.24,8598.975,217390.5
2021-01-24,217182,185877500,375451.5,333292,16912,218245,185458000,160780,205455.5,162223,164261.5,8761.744999999999,8620.470000000001,218434
2021-01-25,217872,185773000,371969.5,330043,16942.4,219289.5,185354000,160865.5,204541,161563.5,162892,8719.585,8632.625,219503
2021-01-26,219027,185670000,369240.5,326966,16961.800000000003,220351,185253500,160549,204375.5,160853,162099.5,8680.245,8639.075,220562.5
2021-01-27,220363,185568500,366969.5,324540.5,16969.75,221405.5,185154000,160577.5,204134,160311.5,161576,8640.380000000001,8643.44,221600.5
2021-01-28,221801,185463000,364382,322011.5,16969.45,222462.5,185047000,161441,204225,160066.5,161103.5,8591.64,8643.494999999999,222672
2021-01-29,222888,185361500,363111.5,320017,16973.35,223512.5,184941000,161795,204749,160215,160662.5,8552.35,8641.01,223740
2021-01-30,224079,185263000,361532,318417,16959.7,224561,184835000,163136,205191.5,161169.5,160638,8530.635,8632.195,224792.5
2021-01-31,224646,185156500,361695.5,317065.5,16942.4,225619,184733000,164648,206843.5,161563,161263,8500.785,8626.34,225845.5
2021-02-01,225271,185051000,362970.5,315775,16936.7,226679,184625000,166792,208936.5,162463,161797,8476.405,8615.61,226895.5
2021-02-02,226532,184939500,364431,315538.5,16912.050000000003,227736,184515000,169256,211374.5,163846,162572,8466.53,8603.345000000001,227932.5
2021-02-03,227730,184835000,366706.5,315990.5,16887.5,228787,184408000,171977,214061,165372,163642,8452.83,8589.34,228977.5
2021-02-04,229007,184735500,368628,317046.5,16876.550000000003,229822,184292500,174742.5,217057.5,167392.5,165190.5,8446.425,8575.495,230029.5
2021-02-05,230258,184622500,370749,317557.5,16864.05,230868,184174000,178360.5,220635,169267.5,167030,8464.665,8550.210000000001,231081
2021-02-06,231195,184514000,374126,319920.5,16866.100000000002,231909.5,184055500,182106,225020,172200,168811,8489.585,8537.95,232124.5
2021-02-07,231684,184399500,379638,322292,16865.45,232956.5,183937500,186857.5,229630,175100.5,171032,8525.505000000001,8534.805,233161
2021-02-08,232405,184287500,385156.5,325167,16880.05,233995,183804000,195048,235388.5,178599.5,174020.5,8558.875,8535.675,234199.5
2021-02-09,233720,184165500,393084,328926.5,16901.15,235040.5,183665500,201275.5,243709,182909,177217,8624.205,8548.685,235239
2021-02-10,235081,184048500,399881.5,334180.5,16938.800000000003,236081.5,183518000,207745,251580,188763,181067,8693.84,8555.650000000001,236276
2021-02-11,236523,183929000,408744.5,339960,16994.65,237126.5,183377000,214882.5,259554.5,195235,185915,8777.805,8573.335,237317.5
2021-02-12,237742,183798500,419680,346611.5,17049.85,238179.5,183218500,223765.5,268558.5,201621,191903,8878.48,8606.59,238367
2021-02-13,238768,183656500,431060.5,353809.5,17135.75,239231,183062500,232364,278822,208986,199069.5,9015.95,8648.33,239409
2021-02-14,239421,183524000,445272,362492,17234,240301.5,182891000,242043.5,289112,217014,205674.5,9183.970000000001,8700.52,240455
2021-02-15,240032,183374500,460637,372883,17359.8,241369.5,182708000,252276,301460.5,225622,213317.5,9364.935000000001,8764.900000000001,241520.5
2021-02-16,241124,183221500,479408.5,383797,17512.5,242448.5,182532000,263499.5,314129.5,234540.5,221399.5,9577.705,8837.555,242594.5
2021-02-17,242313,183059000,496987.5,395986.5,17675.2,243540.5,182334500,273617.5,327002.5,244047,230232.5,9813.220000000001,8939.605,243674.5
2021-02-18,243752,182887000,516488,410100.5,17878.65,244655,182139000,285965,341436.5,253265,239145.5,10069.75,9056.255000000001,244770
2021-02-19,245083,182712000,539226.5,425779,18127.6,245765,181934000,299960,355511,263452,248470,10344.25,9187.18,245880.5
2021-02-20,246113,182522500,562424,442162.5,18410.25,246904.5,181732500,313420.5,370560.5,274976.5,258690,10648.400000000001,9332.925,247004.5
2021-02-21,246720,182334500,588228.5,459361.5,18740.4,248066,181500000,325718,386831,286614,269174.5,10984.400000000001,9498.41,248151
2021-02-22,247431,182137500,613855.5,478197.5,19101.4,249229,181276000,338683.5,403253.5,298644,280650,11348.5,9695.425,249315.5
2021-02-23,248789,181921000,641557.5,498858.5,19503.15,250425.5,181039500,350757.5,419358.5,310617.5,292437,11724.400000000001,9916.165,250505.5
2021-02-24,250235,181703000,670327,521395,19957.15,251644,180799000,363316.5,435309,322663.5,304334,12137.5,10146.400000000001,251727
2021-02-25,251811,181470500,697988.5,543900,20454.1,252895.5,180550500,374655,450682.5,336041.5,316287.5,12580.650000000001,10402.400000000001,252975
2021-02-26,253151,181239000,728564.5,566958,20975.4,254204.5,180305500,383940.5,464826,348216,328448.5,13048.400000000001,10687.300000000001,254247
2021-02-27,254403,180985500,758682,592484.5,21571.800000000003,255523.5,180069500,395073.5,479096,359338,341048.5,13505.150000000001,10989.650000000001,255564
2021-02-28,255175,180728000,788326,618126,22193.050000000003,256876,179796000,404211,491374.5,369981,352675,13986.55,11299.05,256923.5
2021-03-01,256004,180470500,815779,643488.5,22854.100000000002,258268,179526000,412440,503908,380867.5,363891.5,14511,11639.2,258308
2021-03-02,257725,180209000,845245,668151,23537.25,259705,179252000,421399.5,515508,391662.5,374476.5,15014.45,12005.35,259763
2021-03-03,259543,179937000,872173.5,691268,24276.450000000004,261172,178967500,431800,527585.5,400293,385384,15520.25,12384.2,261257.5
2021-03-04,261380,179649500,900042.5,714372,25043.050000000003,262708.5,178692000,441701.5,539957.5,408964,394816.5,16060.75,12773.900000000001,262763
2021-03-05,263074,179369500,926162.5,740160,25851.4,264275,178411000,450532,551082.5,419098.5,404326,16593,13179.150000000001,264327
2021-03-06,264584,179071500,950422.5,761909.5,26684.65,265902,178096000,458147.5,562421.5,428930.5,413846,17105,13596.85,265956
2021-03-07,265682,178761500,976293.5,783756.5,27541.15,267575,177782500,467112.5,574380,437326.5,423388.5,17626.45,14037.55,267619.5
2021-03-08,266804,178448500,998133,804585,28404.950000000004,269308.5,177457000,476472.5,585770,446943.5,432210,18154,14477.400000000001,269375
2021-03-09,268755,178148000,1020700,826531,29279.25,271091,177138500,488603.5,597645.5,456629.5,441347,18662.100000000002,14919.45,271172
2021-03-10,271136,177831500,1040660,845950.5,30170.75,272930.5,176819500,496046.5,612045.5,467116,451464,19176.4,15379.2,273028.5
2021-03-11,273331,177500500,1064820,866105.5,31075.550000000003,274840,176490500,502862,622004.5,476091.5,461877,19683.850000000002,15855.2,274932.5
2021-03-12,275453,177189000,1086775,885044,31989.75,276790.5,176145500,509254,630349,483161.5,471096.5,20148.350000000002,16329.150000000001,276895
2021-03-13,277412,176864000,1105425,904839,32913.15,278795,175810000,514132.5,637588,490222.5,479012,20644.350000000002,16794.9,278913.5
2021-03-14,278483,176523500,1126905,922536,33851.1,280873,175495000,519300,646707.5,496834,486208,21107.050000000003,17258.35,280983
2021-03-15,279817,176187500,1141535,940936.5,34759.15,283006,175157500,522177.5,652899,503622.5,492631.5,21577.050000000003,17742.800000000003,283122
2021-03-16,282667,175837500,1157915,958497,35693.8,285183,174836000,519900,657430.5,508803,499855,22053.45,18201.95,285288
2021-03-17,285328,175497000,1172065,973638,36584.95,287427,174487500,518989.5,657050,512991,505099.5,22490.350000000002,18665.7,287527.5
2021-03-18,288052,175141000,1181980,989875,37492.350000000006,289739.5,174155500,518707,654623.5,516144.5,509586.5,22909.65,19131.6,289817.5
2021-03-19,290708,174796000,1193800,1002480,38398.5,292111.5,173828000,516975,656099.5,517550,513096,23271.700000000004,19588.300000000003,292157
2021-03-20,293076,174443500,1202470,1013355,39266.75,294491.5,173504000,511912.5,654689,514675.5,516691,23633.200000000004,20036.95,294541
2021-03-21,294238,174102000,1207060,1021375,40130.5,296950,173182000,505838.5,649199,511995,515286.5,23975.7,20472.45,296996
2021-03-22,295926,173776000,1206540,1027960,40961.65,299460,172866000,500248.5,644294,510077,513217,24248.65,20891.550000000003,299514.5
2021-03-23,299073,173433500,1203285,1033465,41770.3,302010,172570500,495355,637853.5,506575.5,511154,24485.300000000003,21278,302083
2021-03-24,301390,173094000,1196600,1034020,42530.100000000006,304606,172262000,490236.5,632285.5,502674.5,506913,24713.5,21664.95,304696
2021-03-25,304044,172772000,1187720,1031430,43251.100000000006,307256,171950500,488391,624754,497563,504359.5,24887.4,22026.450000000004,307375
2021-03-26,307554,172444500,1175665,1026050,43941.25,309961.5,171673000,480987,618451.5,494373,500540,25020.65,22364.4,310085
2021-03-27,310963,172139000,1161935,1019190,44537.5,312681,171369500,469251,608141,489864.5,496135.5,25075.2,22694.550000000003,312832.5
2021-03-28,312533,171831000,1148575,1010610,45042.600000000006,315443,171074500,460653,599644,484202,492016,25121.550000000003,22963.450000000004,315578
2021-03-29,314558,171544000,1130935,1002150,45531.65000000001,318278.5,170793000,451749.5,589867,476762,487050,25122.600000000002,23206.95,318404
2021-03-30,318213,171240000,1113835,990450.5,45951.5,321114.5,170516500,442330.5,579043.5,466945,480096,25080.5,23422.75,321253
2021-03-31,322138,170954000,1096155,978426.5,46321.65000000001,323954,170232500,434588.5,567606,459576,472227,25018.4,23621.4,324104.5
2021-04-01,325793,170672000,1077950,965516,46627.5,326824.5,169977000,426688.5,556398.5,450756.5,463744.5,24893.2,23786.300000000003,327009
2021-04-02,328594,170402000,1058360,951104.5,46842.55,329711,169720000,416571.5,545314,442679.5,456355.5,24764.4,23908.15,329910
2021-04-03,330503,170120000,1038735,937659,46993.65,332643.5,169483500,403921,532941.5,433271,447447,24580.800000000003,23997.700000000004,332812.5
2021-04-04,331745,169850000,1017860,921025.5,47088.5,335574.5,169250500,395682.5,520502.5,423196.5,438689.5,24391.600000000002,24049.6,335746
2021-04-05,333657,169586500,996463.5,905261,47123.350000000006,338502,169016000,385810,507914.5,413065,428697.5,24138.95,24084.300000000003,338677
2021-04-06,337725,169321000,973150,886621.5,47106.850000000006,341432,168780000,376939.5,496662,403306.5,418740.5,23880.850000000002,24070.300000000003,341597.5
2021-04-07,341396,169071500,951157.5,868664.5,47045.7,344354,168550500,367762.5,485447,394316.5,409637,23602.45,24033.950000000004,344533.5
2021-04-08,345544,168840000,927376,851327.5,46937.75,347242.5,168324000,360758,475213,385853,400091,23296.9,23961.2,347436
2021-04-09,349296,168603500,904505.5,831631,46798.3,350136,168103000,353355.5,465087,376888.5,391743.5,22966.550000000003,23856.600000000002,350348.5
2021-04-10,351673,168378500,880962,811269.5,46578.8,353037,167897500,346708,454866,368772,382233,22631.95,23737.9,353242
2021-04-11,353531,168157500,859612,793626.5,46329.4,355924.5,167679000,339649.5,445497,360151.5,374124.5,22279.65,23594.35,356117.5
2021-04-12,355242,167932000,834840.5,774037,46007.5,358803,167471500,333633,436771.5,352645.5,365825,21924.9,23427.9,359004.5
2021-04-13,358999,167719000,813906.5,755032.5,45675.75,361655,167271500,329638.5,429155,346577,358193,21563.65,23230.75,361874.5
2021-04-14,362444,167510000,793240,736162.5,45304.100000000006,364473.5,167072500,324535,422581.5,339926,351358,21197.600000000002,23023.550000000003,364695.5
2021-04-15,365935,167308000,774045.5,720050.5,44884.5,367289.5,166856500,319920.5,416511.5,333945,344332.5,20818.550000000003,22798.550000000003,367497
2021-04-16,369271,167108000,756029,702695.5,44417.45,370050.5,166666000,318765,411997.5,329773.5,338283.5,20453.600000000002,22526.6,370254
2021-04-17,372149,166902000,741112,684513,43947.65000000001,372792,166481500,315484,407504.5,324881,333016.5,20085.200000000004,22272.45,372998
2021-04-18,373671,166707000,727851,670043.5,43452.5,375496.5,166277500,312677.5,404435.5,321195.5,328761,19696.65,21996.65,375707
2021-04-19,375427,166521000,715507.5,655770.5,42934.100000000006,378151,166084500,310839,399889.5,318658,324516,19360.65,21728.15,378375.5
2021-04-20,378774,166334000,703901.5,643505.5,42378.25,380779,165897000,309628.5,397015,315607,320810.5,19036.2,21435.95,381011.5
2021-04-21,381971,166147500,693001,632480,41844.05,383400.5,165700000,306200,393935.5,312503.5,318204,18745.9,21148.050000000003,383626.5
2021-04-22,384022,165967500,684377,621759.5,41306.75,385984,165504000,304056.5,391303.5,310112.5,314923,18465.45,20865.65,386210
2021-04-23,387067,165780500,675147.5,612927.5,40795.100000000006,388535,165308500,301325,387964,308570,312121,18212.1,20586.100000000002,388767.5
2021-04-24,389830,165591500,668036,604422.5,40285.600000000006,391044,165117000,299780.5,384302.5,305235.5,309967,17961.800000000003,20301.45,391260
2021-04-25,391164,165403500,661433.5,596721,39769.850000000006,393514.5,164922500,298804.5,382993.5,303011,307598,17727,20019.350000000002,393726
2021-04-26,392544,165227500,656743,588368.5,39238.3,395963.5,164723000,298422.5,382434.5,301818.5,304863.5,17529.2,19750.4,396172
2021-04-27,395623,165064000,653423.5,582165.5,38738.8,398366,164534000,299024,380942.5,300706,303299,17332.2,19487.1,398582
2021-04-28,398637,164861500,650949,576697.5,38224.100000000006,400735,164349000,299215,381023.5,300638,301810.5,17149.15,19230.65,400971.5
2021-04-29,401669,164683500,646989,573315,37769.350000000006,403071.5,164164500,298352.5,381742.5,300402,301232.5,16967.6,18982.8,403283
2021-04-30,404530,164483500,645211.5,568466.5,37308.9,405407.5,163953500,297489.5,379957.5,299715.5,301407.5,16824.25,18731.25,405615
2021-05-01,406770,164309000,642850.5,566961,36899.3,407704.5,163737500,296630,378878.5,299877.5,300900,16658.85,18508.4,407884
2021-05-02,408036,164131500,641040,562461.5,36493.4,409995.5,163555000,296542.5,378685,300255.5,300658,16527.600000000002,18298.65,410124
2021-05-03,409161,163949000,639496,559534.5,36057.600000000006,412260.5,163363000,297225,378378.5,299142,301226.5,16380.3,18109.65,412354.5
2021-05-04,412032,163752000,636822.5,556871,35670.3,414491.5,163144500,298017.5,377564,298247,300560,16289.5,17910.45,414555.5
